Id;Name;Height;Weight;Age;Position;Jersey;Salary;Birth date;Experience;College;Team
4067017;A.J. Lawson;"6' 6""";179 lbs;24;G;0;$2,120,693;07/15/00;0;South Carolina;Toronto Raptors
5107897;Jonathan Mogbo;"6' 9""";225 lbs;23;F;2;$1,862,265;10/29/01;0;San Francisco;Toronto Raptors
4066410;Eugene Omoruyi;"6' 7""";244 lbs;28;F;97;$2,196,970;02/14/97;3;Oregon;Toronto Raptors
3134908;Jakob Poeltl;"7' 0""";260 lbs;29;C;19;$19,500,000;10/15/95;8;Utah;Toronto Raptors
4395724;Immanuel Quickley;"6' 2""";190 lbs;25;SG;5;$32,500,000;06/17/99;4;Kentucky;Toronto Raptors
4397119;Jared Rhoden;"6' 5""";210 lbs;25;G;27;0;08/27/99;1;Seton Hall;Toronto Raptors
4593049;Orlando Robinson;"6' 10""";235 lbs;24;C;21;$2,087,519;07.10.2000;2;Fresno State;Toronto Raptors
4432241;Jamal Shead;"6' 1""";201 lbs;22;G;23;$1,862,265;07/24/02;0;Houston;Toronto Raptors
4023;Garrett Temple;"6' 5""";195 lbs;38;SF;17;$2,087,519;05.08.1986;14;LSU;Toronto Raptors
4684272;Ja'Kobe Walter;"6' 5""";180 lbs;20;G;14;$3,565,000;09.04.2004;0;Baylor;Toronto Raptors
4066421;Lonzo Ball;"6' 6""";190 lbs;27;PG;2;$21,395,348;10/27/97;5;UCLA;Chicago Bulls
4711294;Matas Buzelis;"6' 10""";209 lbs;20;F;14;$5,195,520;10/13/04;0;not specified;Chicago Bulls
3133635;Jevon Carter;"6' 1""";200 lbs;29;PG;5;$6,500,000;09/14/95;6;West Virginia;Chicago Bulls
4066650;Zach Collins;"6' 11""";250 lbs;27;PF;12;$16,741,200;11/19/97;6;Gonzaga;Chicago Bulls
4397002;Ayo Dosunmu;"6' 5""";200 lbs;25;SG;11;$7,000,000;01/17/00;3;Illinois;Chicago Bulls
4871145;Josh Giddey;"6' 8""";216 lbs;22;SG;3;$8,352,367;10.10.2002;3;not specified;Chicago Bulls
4396991;Talen Horton-Tucker;"6' 4""";234 lbs;24;SF;22;$2,087,519;11/25/00;5;Iowa State;Chicago Bulls
4066372;Kevin Huerter;"6' 7""";198 lbs;26;SG;13;$16,830,357;08/27/98;6;Maryland;Chicago Bulls
4395626;Tre Jones;"6' 1""";185 lbs;25;PG;30;$9,104,167;01.08.2000;4;Duke;Chicago Bulls
4432821;E.J. Liddell;"6' 6""";240 lbs;24;F;32;$2,120,693;12/18/00;1;Ohio State;Chicago Bulls
4432872;Emanuel Miller;"6' 7""";215 lbs;24;F;20;0;06/19/00;0;TCU;Chicago Bulls
5105553;Julian Phillips;"6' 8""";198 lbs;21;F;15;$1,891,857;11.05.2003;1;Tennessee;Chicago Bulls
4397189;Jalen Smith;"6' 9""";215 lbs;24;PF;7;$8,571,429;03/16/00;4;Maryland;Chicago Bulls
4433159;Dalen Terry;"6' 7""";195 lbs;22;F;25;$3,510,480;07.12.2002;2;Arizona;Chicago Bulls
6478;Nikola Vucevic;"6' 10""";260 lbs;34;C;9;$20,000,000;10/24/90;13;USC;Chicago Bulls
4395651;Coby White;"6' 5""";195 lbs;25;PG;0;$12,000,000;02/16/00;5;North Carolina;Chicago Bulls
4431687;Patrick Williams;"6' 8""";215 lbs;23;PF;44;$18,500,000;08/26/01;4;Florida State;Chicago Bulls
4433133;Jahmir Young;"6' 1""";185 lbs;24;G;11;not specified;10.07.2000;0;Maryland;Chicago Bulls
4066328;Jarrett Allen;"6' 9""";243 lbs;26;C;31;$20,000,000;04/21/98;7;Texas;Cleveland Cavaliers
4433620;Emoni Bates;"6' 8""";170 lbs;21;F;21;0;01/28/04;1;Eastern Michigan;Cleveland Cavaliers
4396907;Darius Garland;"6' 1""";192 lbs;25;PG;10;$36,725,670;01/26/00;5;Vanderbilt;Cleveland Cavaliers
2596112;Javonte Green;"6' 5""";205 lbs;31;G;8;$2,087,519;07/23/93;5;Radford;Cleveland Cavaliers
4065732;De'Andre Hunter;"6' 8""";221 lbs;27;SF;12;$21,696,429;12.02.1997;5;Virginia;Cleveland Cavaliers
4065733;Ty Jerome;"6' 5""";195 lbs;27;SG;2;$2,560,975;07.08.1997;5;Virginia;Cleveland Cavaliers
4066757;Sam Merrill;"6' 4""";205 lbs;28;SG;5;$2,164,993;05/15/96;4;Utah State;Cleveland Cavaliers
3908809;Donovan Mitchell;"6' 3""";215 lbs;28;SG;45;$35,410,310;09.07.1996;7;Louisville;Cleveland Cavaliers
4432158;Evan Mobley;"6' 11""";215 lbs;23;PF;4;$11,227,809;06/18/01;3;USC;Cleveland Cavaliers
4432822;Isaac Okoro;"6' 5""";225 lbs;24;SF;35;$10,185,185;01/26/01;4;Auburn;Cleveland Cavaliers
4701233;Craig Porter Jr.;"6' 1""";180 lbs;25;G;9;$1,891,857;02/26/00;1;Wichita State;Cleveland Cavaliers
4065778;Max Strus;"6' 5""";215 lbs;28;SG;1;$15,212,068;03/28/96;5;DePaul;Cleveland Cavaliers
6474;Tristan Thompson;"6' 9""";254 lbs;33;C;13;$2,087,519;03/13/91;13;Texas;Cleveland Cavaliers
5106268;Nae'Qwan Tomlin;"6' 8""";210 lbs;24;F;30;not specified;12/19/00;0;Memphis;Cleveland Cavaliers
4997539;Luke Travers;"6' 7""";207 lbs;23;G;33;0;09.03.2001;0;not specified;Cleveland Cavaliers
4683747;Jaylon Tyson;"6' 6""";215 lbs;22;F;24;$3,326,160;12.02.2002;0;California;Cleveland Cavaliers
3912848;Dean Wade;"6' 9""";228 lbs;28;PF;32;$6,166,667;11/20/96;5;Kansas State;Cleveland Cavaliers
3907822;Malik Beasley;"6' 4""";187 lbs;28;SG;5;$6,000,000;11/26/96;8;Florida State;Detroit Pistons
4432166;Cade Cunningham;"6' 6""";220 lbs;23;PG;2;$13,940,658;09/25/01;3;Oklahoma State;Detroit Pistons
4433621;Jalen Duren;"6' 10""";250 lbs;21;C;0;$4,536,840;11/18/03;2;Memphis;Detroit Pistons
3899664;Simone Fontecchio;"6' 7""";209 lbs;29;F;19;$7,692,308;12.09.1995;2;not specified;Detroit Pistons
2528210;Tim Hardaway Jr.;"6' 5""";205 lbs;32;SF;8;$16,193,183;03/16/92;11;Michigan;Detroit Pistons
4397251;Ron Harper Jr.;"6' 4""";233 lbs;24;G;13;0;04.12.2000;2;Rutgers;Detroit Pistons
6440;Tobias Harris;"6' 8""";226 lbs;32;F;12;$25,365,854;07/15/92;13;Tennessee;Detroit Pistons
4683771;Ronald Holland Ii;"6' 8""";206 lbs;19;F;0;$8,245,320;07.07.2005;0;not specified;Detroit Pistons
4433218;Jaden Ivey;"6' 4""";195 lbs;23;PG;23;$7,977,240;02/13/02;2;Purdue;Detroit Pistons
5107199;Daniss Jenkins;"6' 3""";165 lbs;23;G;24;0;08/17/01;0;St. John's;Detroit Pistons
4906923;Bobi Klintman;"6' 9""";225 lbs;21;F;34;$1,257,153;03.06.2003;0;Wake Forest;Detroit Pistons
4278562;Paul Reed;"6' 9""";210 lbs;25;F;7;$1,427,671;06/14/99;4;DePaul;Detroit Pistons
4432107;Marcus Sasser;"6' 2""";195 lbs;24;G;25;$2,755,080;09/21/00;1;Houston;Detroit Pistons
3032979;Dennis Schroder;"6' 1""";175 lbs;31;PG;71;$13,025,250;09/15/93;11;not specified;Detroit Pistons
4397882;Tolu Smith;"6' 11""";245 lbs;24;F;35;0;07/26/00;0;Mississippi State;Detroit Pistons
4432810;Isaiah Stewart;"6' 8""";250 lbs;23;C;28;$15,000,000;05/22/01;4;Washington;Detroit Pistons
4684742;Ausar Thompson;"6' 6""";205 lbs;22;F;9;$8,376,000;01/30/03;1;not specified;Detroit Pistons
4066317;Lindy Waters Iii;"6' 6""";210 lbs;27;F;43;$2,196,970;07/28/97;3;Oklahoma State;Detroit Pistons
4065673;Tony Bradley;"6' 11""";248 lbs;27;C;30;not specified;01.08.1998;0;North Carolina;Indiana Pacers
3934723;Thomas Bryant;"6' 10""";248 lbs;27;C;3;$2,087,519;07/31/97;7;Indiana;Indiana Pacers
4431941;Rayj Dennis;"6' 2""";180 lbs;23;G;10;0;03/30/01;0;Baylor;Indiana Pacers
4592699;Enrique Freeman;"6' 7""";220 lbs;24;F;8;0;07/29/00;0;Akron;Indiana Pacers
5157066;Johnny Furphy;"6' 9""";200 lbs;20;F;12;$1,850,842;12.07.2004;0;Kansas;Indiana Pacers
4396993;Tyrese Haliburton;"6' 5""";185 lbs;25;PG;0;$42,176,000;02/29/00;4;Iowa State;Indiana Pacers
4432170;Isaiah Jackson;"6' 9""";205 lbs;23;SF;22;$4,435,381;01.10.2002;3;Kentucky;Indiana Pacers
4592829;Quenton Jackson;"6' 5""";173 lbs;26;G;29;0;09/15/98;2;Texas A&M;Indiana Pacers
3999;James Johnson;"6' 7""";240 lbs;38;PF;16;$2,087,519;02/20/87;15;Wake Forest;Indiana Pacers
4683634;Bennedict Mathurin;"6' 5""";210 lbs;22;SG;0;$7,245,720;06/19/02;2;Arizona;Indiana Pacers
2530530;T.J. Mcconnell;"6' 1""";190 lbs;32;PG;9;$9,300,000;03/25/92;9;Arizona;Indiana Pacers
4395712;Andrew Nembhard;"6' 4""";191 lbs;25;PG;2;$2,019,699;01/16/00;2;Gonzaga;Indiana Pacers
4396909;Aaron Nesmith;"6' 6""";215 lbs;25;SF;23;$11,000,000;10/16/99;4;Vanderbilt;Indiana Pacers
4433076;Ben Sheppard;"6' 6""";190 lbs;23;G;26;$2,663,880;07/16/01;1;Belmont;Indiana Pacers
3149673;Pascal Siakam;"6' 8""";245 lbs;30;PF;43;$42,176,000;04.02.1994;8;New Mexico State;Indiana Pacers
4278355;Obi Toppin;"6' 9""";220 lbs;27;PF;1;$12,946,429;03.04.1998;4;Dayton;Indiana Pacers
3133628;Myles Turner;"6' 11""";250 lbs;28;C;33;$19,928,500;03/24/96;9;Texas;Indiana Pacers
5106060;Jarace Walker;"6' 7""";235 lbs;21;F;5;$6,362,520;09.04.2003;1;Houston;Indiana Pacers
3032977;Giannis Antetokounmpo;"6' 11""";243 lbs;30;PF;34;$48,787,676;12.06.1994;11;not specified;Milwaukee Bucks
2578239;Pat Connaughton;"6' 5""";209 lbs;32;SG;24;$9,423,869;01.06.1993;9;Notre Dame;Milwaukee Bucks
4397475;Aj Green;"6' 4""";190 lbs;25;G;20;$2,120,693;09/27/99;2;Northern Iowa;Milwaukee Bucks
4432190;Andre Jackson Jr.;"6' 6""";209 lbs;23;G;44;$1,891,857;11/13/01;1;UConn;Milwaukee Bucks
3134907;Kyle Kuzma;"6' 9""";221 lbs;29;SF;18;$23,522,727;07/24/95;7;Utah;Milwaukee Bucks
6606;Damian Lillard;"6' 2""";195 lbs;34;PG;0;$48,787,676;07/15/90;12;Weber State;Milwaukee Bucks
4433622;Chris Livingston;"6' 6""";220 lbs;21;F;7;$1,891,857;10/15/03;1;Kentucky;Milwaukee Bucks
3448;Brook Lopez;"7' 1""";282 lbs;36;C;11;$23,000,000;04.01.1988;16;Stanford;Milwaukee Bucks
4397140;Kevin Porter Jr.;"6' 4""";203 lbs;24;G;77;$2,237,691;05.04.2000;4;USC;Milwaukee Bucks
3064482;Bobby Portis;"6' 10""";250 lbs;30;F;9;$12,578,286;02.10.1995;9;Arkansas;Milwaukee Bucks
2990962;Taurean Prince;"6' 6""";218 lbs;30;PF;12;$2,087,519;03/22/94;8;Baylor;Milwaukee Bucks
4591725;Ryan Rollins;"6' 3""";180 lbs;22;G;13;0;07.03.2002;2;Toledo;Milwaukee Bucks
4277922;Jericho Sims;"6' 10""";250 lbs;26;C;0;$2,092,344;10/20/98;3;Texas;Milwaukee Bucks
5167876;Tyler Smith;"6' 9""";224 lbs;20;F;21;$1,157,153;11.02.2004;0;not specified;Milwaukee Bucks
4277843;Gary Trent Jr.;"6' 5""";204 lbs;26;SG;5;$2,087,519;01/18/99;6;Duke;Milwaukee Bucks
4279532;Stanley Umude;"6' 6""";210 lbs;25;G;17;$2,120,693;04.12.1999;2;Arkansas;Milwaukee Bucks
4870562;Dominick Barlow;"6' 8""";215 lbs;21;F;0;0;05/26/03;2;not specified;Atlanta Hawks
4683736;Kobe Bufkin;"6' 4""";195 lbs;21;G;4;$4,299,000;09/21/03;1;Michigan;Atlanta Hawks
3102529;Clint Capela;"6' 10""";256 lbs;30;C;15;$22,265,280;05/18/94;10;not specified;Atlanta Hawks
4869342;Dyson Daniels;"6' 7""";199 lbs;21;G;5;$6,059,520;03/17/03;3;not specified;Atlanta Hawks
4712863;Mouhamed Gueye;"6' 10""";210 lbs;22;F;18;$1,891,858;11.09.2002;1;Washington State;Atlanta Hawks
4701230;Jalen Johnson;"6' 8""";219 lbs;23;SF;1;$4,510,905;12/18/01;3;Duke;Atlanta Hawks
4578893;Vit Krejci;"6' 8""";195 lbs;24;G;27;$2,162,606;06/19/00;3;not specified;Atlanta Hawks
2991043;Caris Levert;"6' 6""";205 lbs;30;SG;3;$16,615,384;08/25/94;8;Michigan;Atlanta Hawks
3907823;Terance Mann;"6' 5""";215 lbs;28;SG;14;$11,423,077;10/18/96;5;Florida State;Atlanta Hawks
3913180;Garrison Mathews;"6' 6""";215 lbs;28;SG;24;$2,230,253;10/24/96;5;Lipscomb;Atlanta Hawks
2580365;Larry Nance Jr.;"6' 8""";245 lbs;32;PF;22;$11,205,000;01.01.1993;9;Wyoming;Atlanta Hawks
2990969;Georges Niang;"6' 7""";230 lbs;31;SF;20;$8,500,000;06/17/93;8;Iowa State;Atlanta Hawks
4431680;Onyeka Okongwu;"6' 10""";240 lbs;24;PF;17;$14,000,000;12.11.2000;4;USC;Atlanta Hawks
4279318;Daeqwon Plowden;"6' 6""";216 lbs;26;G;29;0;08/29/98;0;Bowling Green;Atlanta Hawks
5211175;Zaccharie Risacher;"6' 8""";200 lbs;19;PF;10;$12,569,040;04.08.2005;0;not specified;Atlanta Hawks
4279118;Keaton Wallace;"6' 3""";185 lbs;26;G;2;0;02/26/99;1;UTSA;Atlanta Hawks
4277905;Trae Young;"6' 1""";164 lbs;26;PG;11;$43,031,940;09/19/98;6;Oklahoma;Atlanta Hawks
4432816;Lamelo Ball;"6' 7""";180 lbs;23;PG;1;$35,147,000;08/22/01;4;not specified;Charlotte Hornets
4066383;Miles Bridges;"6' 7""";225 lbs;26;SF;0;$27,173,913;03/21/98;5;Michigan State;Charlotte Hornets
2326307;Seth Curry;"6' 1""";185 lbs;34;SG;30;$2,087,519;08/23/90;10;Duke;Charlotte Hornets
4433249;Moussa Diabate;"6' 9""";210 lbs;23;F;14;0;01/21/02;2;Michigan;Charlotte Hornets
4066668;Malachi Flynn;"6' 1""";185 lbs;26;PG;18;not specified;05.09.1998;0;San Diego State;Charlotte Hornets
3986;Taj Gibson;"6' 9""";232 lbs;39;F;67;$2,087,519;06/24/85;15;USC;Charlotte Hornets
4432811;Josh Green;"6' 5""";200 lbs;24;SG;10;$12,654,321;11/16/00;4;Arizona;Charlotte Hornets
3913220;Daquan Jeffries;"6' 5""";222 lbs;27;SG;3;$2,425,204;08/30/97;5;Western Texas Coll. (J.C.);Charlotte Hornets
4432819;Tre Mann;"6' 3""";178 lbs;24;PG;23;$4,908,189;02.03.2001;3;Florida;Charlotte Hornets
4433287;Brandon Miller;"6' 7""";200 lbs;22;F;24;$11,424,600;11/22/02;1;Alabama;Charlotte Hornets
4592187;Wendell Moore Jr.;"6' 5""";215 lbs;23;G;14;$2,537,040;09/18/01;2;Duke;Charlotte Hornets
3102530;Jusuf Nurkic;"7' 0""";290 lbs;30;C;11;$18,125,000;08/23/94;10;not specified;Charlotte Hornets
4065663;Josh Okogie;"6' 4""";213 lbs;26;SF;12;$8,250,000;09.01.1998;6;Georgia Tech;Charlotte Hornets
2583639;Elfrid Payton;"6' 3""";195 lbs;31;G;22;not specified;02/22/94;8;Louisiana;Charlotte Hornets
5211176;Tidjane Salaun;"6' 8""";207 lbs;19;F;31;$7,488,720;08.10.2005;0;not specified;Charlotte Hornets
4683834;Kj Simpson;"6' 0""";189 lbs;22;G;25;0;08.08.2002;0;Colorado;Charlotte Hornets
4683686;Nick Smith Jr.;"6' 2""";185 lbs;20;G;8;$2,587,200;04/18/04;1;Arkansas;Charlotte Hornets
4066218;Grant Williams;"6' 6""";236 lbs;26;PF;2;$13,025,250;11/30/98;5;Tennessee;Charlotte Hornets
4701232;Mark Williams;"7' 0""";240 lbs;23;C;5;$4,094,280;12/16/01;2;Duke;Charlotte Hornets
4066261;Bam Adebayo;"6' 9""";255 lbs;27;C;13;$34,848,340;07/18/97;7;Kentucky;Miami Heat
2993874;Kyle Anderson;"6' 9""";230 lbs;31;SF;20;$8,780,488;09/20/93;10;UCLA;Miami Heat
6429;Alec Burks;"6' 5""";214 lbs;33;SG;18;$2,087,519;07/20/91;13;Colorado;Miami Heat
4432168;Josh Christopher;"6' 4""";215 lbs;23;SG;8;0;12.08.2001;3;Arizona State;Miami Heat
4395725;Tyler Herro;"6' 5""";195 lbs;25;PG;14;$29,000,000;01/20/00;5;Kentucky;Miami Heat
4291678;Haywood Highsmith;"6' 5""";220 lbs;28;F;24;$5,200,000;12.09.1996;4;Wheeling Jesuit;Miami Heat
4432848;Jaime Jaquez Jr.;"6' 6""";225 lbs;24;G;11;$3,685,800;02/18/01;1;UCLA;Miami Heat
4431786;Keshad Johnson;"6' 7""";225 lbs;23;F;16;0;06/23/01;0;Arizona;Miami Heat
4997528;Nikola Jovic;"6' 10""";205 lbs;21;F;5;$2,464,200;06.09.2003;2;not specified;Miami Heat
4601025;Pelle Larsson;"6' 5""";215 lbs;24;G;9;$1,157,143;02/23/01;0;Arizona;Miami Heat
3449;Kevin Love;"6' 8""";251 lbs;36;PF;42;$3,850,000;09.07.1988;16;UCLA;Miami Heat
4278053;Davion Mitchell;"6' 0""";202 lbs;26;PG;45;$6,451,230;09.05.1998;3;Baylor;Miami Heat
3157465;Duncan Robinson;"6' 7""";215 lbs;30;F;55;$19,406,000;04/22/94;6;Michigan;Miami Heat
3074752;Terry Rozier;"6' 1""";190 lbs;30;SG;2;$24,924,126;03/17/94;9;Louisville;Miami Heat
